,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,Year
72348,tt3711622,Ghosthunters - Gli acchiappafantasmi,Gespensterjäger,2015,2015-10-29,"Animation, Adventure, Comedy",99,"Germany, Austria, Ireland","German, English",Tobi Baumann,"Tobi Baumann, Murmel Clausen",Lucky Bird Pictures,"Anke Engelke, Milo Parker, Bastian Pastewka, Karoline Herfurth, Christian Tramitz, Christian Ulmen, Julia Koschitz, Ruby O. Fee, Amy Huberman, Bibiane Zeller, Carolin Kebekus, Axel Stein, Tamás Ferkay, Nina Fog, Helfried Hassfurther","They couldn't be more different, the members of the trio that allies in the fight against an Ancient Ice Ghost (AIG): Tom, an easily scared boy, Hetty, a professional ghosthunter and the ...",5.3,807,,,$ 2097768,,6.0,24.0,2015
72349,tt3712088,L'astragale,L'astragale,2015,2015-04-08,"Drama, Romance",96,France,French,Brigitte Sy,"Serge Le Péron, Albertine Sarrazin",Alfama Films,"Leïla Bekhti, Reda Kateb, Esther Garrel, Jocelyne Desverchère, India Hair, Jean-Charles Dumay, Jean-Benoît Ugeux, Delphine Chuillot, Zimsky, Billie Blain, Stéphane Roquet, Philippe Frécon, Magali Magne, Christian Bouillette, Eric Rulliat","L'Astragale is a 2015 French drama film directed by Brigitte Sy. It is the second film adaptation of the 1965 semi-autobiographical novel L'Astragale by Albertine Sarrazin, after Guy Casaril's L'Astragale.",5.8,201,,,$ 149076,,1.0,12.0,2015
72351,tt3713166,Unfriended,Unfriended,2014,2015-06-18,"Horror, Mystery, Thriller",83,"USA, Russia",English,Levan Gabriadze,Nelson Greaves,Bazelevs Production,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig, Moses Storm, Will Peltz, Renee Olstead, Jacob Wysocki, Mickey River, Cal Barnes, Christa Hartsock","A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",5.5,66829,$ 1000000,$ 32482090,$ 62882090,59.0,407.0,309.0,2015
72352,tt3713944,Les profs 2,Les profs 2,2015,2015-07-01,Comedy,92,France,French,Pierre-François Martin-Laval,"Erroc, Mathias Gavarry",Union Générale Cinématographique (UGC),"Kev Adams, Isabelle Nanty, Didier Bourdon, Pierre-François Martin-Laval, Arnaud Ducret, Stéfi Celma, Raymond Bouchard, Fred Tousch, Gaia Weiss, Tom Hudson, Eric Lampaert, Laura Benson, Firmine Richard, Douglas Reith, Vivienne Vermes","The worst teachers of France landed in England for an ultra-secret mission. With Boulard, the King of the Dunces, they are parachuted in the best school of the country, and they will apply their famous methods on the future of the nation.",4.5,1293,,,$ 25364150,,2.0,6.0,2015
72355,tt3714804,Suicidio (Hitabdut),Suicide,2014,2015-08-27,"Action, Crime, Thriller",113,Israel,Hebrew,Benny Fredman,Benny Fredman,,"Inna Bakelman, Erez Ben-Ezra, Danny Geva, Michael Hanegbi, Rotem Keinan, Dror Keren, Mali Levi, Ido Mosseri, Igal Naor, Yaara Pelzig, Ori Pfeffer, Neta Riskin, Idit Teperson, Haim Zanati","This action thriller follows a young, successful lawyer, that in a course of a one day has to commit the perfect crime in order to save her family from a psychotic loan-shark",5.9,318,,,,,6.0,,2015
72358,tt3715320,Irrational Man,Irrational Man,2015,2015-12-16,"Comedy, Drama, Romance",95,USA,English,Woody Allen,Woody Allen,Gravier Productions,"Joaquin Phoenix, Emma Stone, Joe Stapleton, Nancy Carroll, Allison Gallerani, Brigette Lundy-Paine, Katelyn Semer, Betsy Aidem, Ethan Phillips, Jamie Blackley, Leah Anderson, Paula Plum, Nancy Giles, Henry Stram, Geoff Schuppert",A tormented philosophy professor finds a will to live when he commits an existential act.,6.6,57091,$ 11000000,$ 4030360,$ 27391084,53.0,160.0,286.0,2015
72359,tt3715854,Bakuman,Bakuman,2015,2015-10-03,Comedy,119,Japan,Japanese,Hitoshi Ône,"Tsugumi Ôba, Takeshi Obata",Amuse,"Takeru Satoh, Ryûnosuke Kamiki, Nana Komatsu, Hirofumi Arai, Lily Franky, Kenta Kiritani, Kankurô Kudô, Sarutoki Minagawa, Shôta Sometani, Takayuki Yamada","Moritaka Mashiro, a junior high student, forgets his notebook in class. His classmate Akito Takagi, notes Mashiro's drawings in it and asks him to become a manga artist to his stories. ...",7.0,1363,,,,,6.0,9.0,2015
72363,tt3717016,Cenerentola in passerella,After the Ball,2015,2015-04-24,Comedy,101,Canada,"English, French, Italian",Sean Garrity,"Jason Sherman, Kate Melville",Myriad Pictures,"Portia Doubleday, Marc-André Grondin, Chris Noth, Lauren Holly, Natalie Krill, Anna Hopkins, David Michael, Mimi Kuzyk, Carlo Rota, Colin Mochrie, Michael Mancini, Lola Tash, Deena Aziz, Sasha Lipskaia, Henry Kwok","After a young fashion designer runs afoul of her corrupt stepmother and stepsisters, she dons a disguise to help save the family business for her father.",5.9,3027,,$ 161820,$ 234417,39.0,20.0,13.0,2015
72364,tt3717068,Court,Court,2014,2015-04-17,Drama,116,India,"Marathi, Gujarati, English, Hindi",Chaitanya Tamhane,Chaitanya Tamhane,Zoo Entertainment,"Vira Sathidar, Vivek Gomber, Geetanjali Kulkarni, Pradeep Joshi, Shirish Pawar, Usha Bane, Arpita Chate, Bipin Maniar, Panna Mehta, Mansi Multani, Jyoti Patel, Sukhdas Suryawanshi","When an aging activist is arrested, the lives of the accused, the lawyers, and the judge intertwine to reveal bigotry that underscores the judicial system.",7.7,3712,,$ 22898,$ 57416,83.0,50.0,73.0,2015
72366,tt3717192,Godless,Godless,2015,2015-08-06,"Drama, Family",82,USA,English,Joshua Lim,Joshua Lim,,"Craig Jordan, Michael E. Pitts, Garrett Young, Michelle Gallagher, Joseph Aloysius McGinn, Larry Stone, Jefferson Rogers, TJay Howard, Lovlee Carroll",Two brothers reconnect after the death of their parents.,5.5,360,,,,,20.0,,2015
72384,tt3719896,My All-American,My All-American,2015,2015-11-13,"Biography, Drama, Sport",118,USA,English,Angelo Pizzo,"Angelo Pizzo, Jim Dent",Anthem Productions,"Aaron Eckhart, Finn Wittrock, Rett Terrell, Michael Reilly Burke, Robin Tunney, Sarah Bolger, Juston Street, Donny Boaz, Jordan Shipley, Alex MacNicoll, Richard Kohnke, Eddie Davenport, Austin Willis, Luke Poehlmann, Brent Anderson","Freddie Steinmark, an underdog on the gridiron, faces the toughest challenge of his life after leading his team to a championship season.",7.2,5800,$ 20000000,$ 2246000,$ 2246000,34.0,37.0,32.0,2015
72387,tt3720382,Toiset tytöt,Toiset tytöt,2015,2015-03-13,Drama,90,Finland,Finnish,Esa Illi,"Esa Illi, Karoliina Pulkkinen",Fisher King Production,"Ida Vakkuri, Bahar Tokat, Misa Lommi, Sara Soulié, Anssi Niemi, Elias Salonen, Arnas Danusas, Max Ovaska, Anja Bargum, Ville Majamaa, Jonna Järnefelt, Johan Fagerudd, Kasper Kuikka, Saija Lentonen, Aurora Jokela","Four 18-year-old girls Jessica, Jenny, Taru and Aino are on the verge of adulthood as they lose their innocence and, at times, their faith. Based on the story of four 18-year-old girls from...",6.0,176,EUR 1000000,,$ 9813,,1.0,1.0,2015
72392,tt3720724,Requisitos para ser una persona normal,Requisitos para ser una persona normal,2015,2015-06-04,"Comedy, Romance",90,Spain,Spanish,Leticia Dolera,Leticia Dolera,Canal+ España,"Leticia Dolera, Manuel Burque, Silvia Munt, Jordi Llodrà, Miki Esparbé, Alexandra Jiménez, Blanca Apilánez, Jorge Suquet, Núria Gago, David Verdaguer, Toni González, Montse Bernad, Miguel Ángel González, Antonio Barroso, Loli Martín","Maria is 30 years old, she is a peculiar person and has one goal: become a normal person. But first of all she must discover what is exactly this. Which kind of person is she? Is she a ...",6.4,2618,EUR 1200,,$ 468761,,3.0,15.0,2015
72395,tt3721070,The Condo,The Condo,2015,2015-01-01,"Comedy, Romance",85,USA,English,James Cullen Bressack,"Bill Dumas, Bill Morroni",Baron Jay Film Group,"Baron Jay, Trae Ireland, Michael Joseph, Chris Sapone, Tracy ""Stresh"" Mcnulty, Viet Wilcots, Aria London, Alen Matters, Jackie Moore, Aizhan Lighg, Johanna Rae, Toktam Aboozary, Joe Karam, Peter Jason, Cody Coman","Four married friends buy a condo to share as a bachelor pad, a place to bring their mistresses, until the wives and girlfriends bust the cheating spouses.",2.1,131,,,,,3.0,4.0,2015
72396,tt3721072,La playa de los ahogados,La playa de los ahogados,2015,2015-10-09,Mystery,96,Spain,"Spanish, Gallegan",Gerardo Herrero,"Felipe Vega, Domingo Villar",Foresta Films,"Carmelo Gómez, Antonio Garrido, Luis Zahera, Celso Bugallo, Pedro Alonso, Fernando Morán, Celia Freijeiro, Marta Larralde, Tamar Novas, Déborah Vukusic, Carlos Blanco, Luis Iglesia, Rubén Prieto, Fran Peleteiro, Vicente Montoto","A drowned fisherman washes up, on the shores of Galicia. A local detective sets out to resolve the case.",6.0,807,,,$ 511924,,3.0,9.0,2015
72397,tt3721110,Fever,Fever,2014,2015-10-07,"Crime, Drama",81,France,French,Raphaël Neal,"Raphaël Neal, Alice Zeniter",Strutt Films,"Martin Loizillon, Pierre Moure, Julie-Marie Parmentier, Philippe Laudenbach, Pascal Cervo, Julie Judd, Marie Bunel, Sabrina Seyvecou, Françoise Lebrun, Judith Henry, Benoît Ferreux, Camille, Eva Moutin, Céline Lesage, Florent Abougit","Damien and Pierre, two high school students, murder an unknown woman previously spotted on the street.",5.0,123,,,,,2.0,14.0,2015
72399,tt3721256,Hevn,Hevn,2015,2015-11-06,"Drama, Thriller",100,"Norway, Canada",Norwegian,Kjersti Steinsbø,"Ingvar Ambjørnsen, Kjersti Steinsbø",Den Siste Skilling,"Anders Baasmo Christiansen, Trond Espen Seim, Maria Bock, Helene Bergsholm, Frode Winther, Siren Jørgensen, Rakel Hamre, Kine Bortheim Jentoft, Bjørn Terje Berdal, Frida Stubhaug Gamlestøl","In Western Norway, Rebekka is looking for retribution. Under false identity, she seeks out her deceased sister's violator and embeds herself into his idyllic family to now destroy his life.",5.7,453,NOK 14500000,,,,3.0,22.0,2015
72407,tt3722070,The Lady in the Van,The Lady in the Van,2015,2015-11-13,"Biography, Comedy, Drama",104,UK,"English, French",Nicholas Hytner,"Alan Bennett, Alan Bennett",BBC Films,"Maggie Smith, Jim Broadbent, Clare Hammond, George Fenton, BBC Concert Orchestra, Alex Jennings, Jamie Parker, Deborah Findlay, Roger Allam, Richard Griffiths, Pandora Colin, Nicholas Burns, Dominic Cooper, Giles Cooper, Tom Klenerman",A man forms an unexpected bond with a transient woman living in her van that's parked in his driveway.,6.7,25513,$ 6000000,$ 10021175,$ 41387687,70.0,103.0,161.0,2015
72412,tt3723788,Lady Psycho Killer,Lady Psycho Killer,2015,2015-08-02,"Comedy, Drama, Horror",82,USA,English,Nathan Oliver,"Albert I Melamed, Nathan Oliver",Red Clay Pictures,"Dennis Andres, David Arrayet, Daniel Baldwin, Bianca Beauchamp, Sabrina Campilii, Anthony D'Alessandro, Kate Daly, Drew Davies, Josh Dolphin, Meredith Heinrich, Ron Jeremy, Peter Kaperonis, Donna Kinch, Alysa King, Christopher Kralik",Lady Psycho Killer is a film ready to rock you to the core. A doe-eyed knife-wielding killer is on the loose in a small town slicing and dicing men of questionable intent left and right. As...,4.6,469,,,,,11.0,14.0,2015
72416,tt3725026,Kanchana 2,Kanchana 2,2015,2015-04-17,"Comedy, Horror",166,India,"Tamil, Telugu",Lawrence Raghavendra,Lawrence Raghavendra,Raghavendra Productions,"Lawrence Raghavendra, Taapsee Pannu, Kovai Sarala, Nithya Menen, V. Jayaprakash, Manobala, Mayilsamy, Renuka, Sriman, Motta Rajendran, Suhasini, Pooja Ramachandran, Jangiri Madhumitha, Bhanuchander, Udayan Dhanagopal","A couple of revenge seeking ghosts haunts an innocent man, and the people surrounding him, to get justice for their murders.",5.5,1290,,,$ 1612263,,6.0,2.0,2015
72423,tt3726704,Experimenter,Experimenter,2015,2015-10-16,"Biography, Drama, History",98,USA,English,Michael Almereyda,Michael Almereyda,BB Film Productions,"John Palladino, Anthony Edwards, Jim Gaffigan, Peter Sarsgaard, Harley Ware, Winona Ryder, Jason Black, Kyla Noelle, Danny A. Abeckaser, John Leguizamo, Donnie Keshawarz, Minnie, Tom Farrell, Anton Yelchin, Taryn Manning","In 1961, famed social psychologist Stanley Milgram conducted a series of radical behavior experiments that tested ordinary humans' willingness to obey authority.",6.6,17133,,$ 155575,$ 224145,81.0,68.0,103.0,2015
72426,tt3727690,Zero Tolerance,Zero Tolerance,2015,2015-09-17,"Action, Crime, Thriller",89,Thailand,English,Wych Kaosayananda,Wych Kaosayananda,Zero Tolerance Films,"Dustin Nguyen, Sahajak Boonthanakit, Scott Adkins, Gary Daniels, Prinya Intachai, Kane Kosugi, Ammy Chanicha, Johann Helf, Bebe Pham, Nicole Theriault, Nina Paosut, Alexandra Merle, Ilya Grad, Nate Earmratana, Natalie Lorence","Johnny and Peter, former paramilitary operatives, search Bangkok - leaving carnage in their wake - to find the men who killed Johnny's daughter, Angel.",4.1,1616,$ 5000000,,,,16.0,16.0,2015
72432,tt3729994,The Perfect Girl,The Perfect Girl,2015,2015-09-11,Romance,97,India,Hindi,Prakash Nambiar,Prakash Nambiar,Creative Ocean Entertainment,"Teeshay, Tara-Alisha Berry, Shalaka Apte, Ashutosh Chabbra, Vikram Singh Chauhan, Smita Hai, Raju Kher, Ashwin Kodange, Sonali Sachdev, Asha Sharma, Shishir Sharma, Vijay Shetty",A young boy (Jay) and a girl (Vedika) happen to meet in the tourist town of Goa. They spend some time together and realise that they are perfect for each other. However life has other plans...,5.9,115,,,,,2.0,6.0,2015
72435,tt3730518,Quan li kou sha,Quan li kou sha,2015,2015-05-07,"Action, Comedy, Sport",108,Hong Kong,Cantonese,"Chi-Kin Kwok, Henri Wong","Joe Chien, Chi-Kin Kwok",852 Films,"Josie Ho, Ekin Cheng, Ronald Cheng, Kwan-Ho Tse, Man-Chung Lam, Edmond Leung, Wilfred Lau, Susan Yam-Yam Shaw, Wai-Leung Kwok, Chunlai Bao, Hing-Hang Chan, Phat Chan, Siu-Wah Chan, Stephanie Che, Calvin Choi",A young woman trains to become a badminton champion with help from reformed crooks.,4.8,286,HKD 30000000,,$ 1565697,,2.0,10.0,2015
72447,tt3732950,Body,Body,2015,2015-12-29,"Crime, Drama, Thriller",75,USA,English,"Dan Berk, Robert Olsen","Dan Berk, Robert Olsen",Last Pictures,"Helen Rogers, Alexandra Turshen, Lauren Molina, Larry Fessenden, Adam Cornelius, Dan Brennan, Kimberly Flynn, Ian Robinson, Jack Mathis Brenner, Mike Keller",A night out turns deadly when three girls break into a seemingly empty mansion.,5.2,1699,,$ 2634,$ 2634,49.0,16.0,50.0,2015
72451,tt3733618,Trace,Trace,2015,2015-10-27,Horror,90,USA,English,Ryan Brookhart,Ryan Brookhart,Terror Films,"Jeremiah Benjamin, Mike Capozzi, Nick Fink, Patrick Giraudi, Samantha Lee, Maddie McGuire, Jerod Meagher, Herion Mustafaraj, Jesse Pepe, August Roads, Sam Valentine",A group of friends experimenting with EVP (Electronic Voice Phenomenon) accidentally open a doorway allowing a powerful demon to enter our world.,3.6,412,,,,,14.0,7.0,2015
72452,tt3733678,Grace Stirs Up Success,Grace Stirs Up Success,2015,2015-06-09,"Comedy, Family, Musical",102,USA,English,Vince Marcello,"Jessica O'Toole, Amy Rardin",Martin Chase Productions,"Virginia Madsen, Caitlin Carmichael, Olivia Rodrigo, Karen Strassman, Hélène Cardona, Lili Bordán, Eloise Webb, Joe Bastianich, Karen Gagnon, Rafael Edholm, Notlim Taylor, Luke Stratte-McClure, Philip Waley, Tom Doherty, Alexis Latham","Grace is excited for the summer so she can start a business with her friends, but things take an unexpected turn when her mom announces a trip to Paris. There, Grace must learn to get along...",5.7,446,,,,,8.0,2.0,2015
72458,tt3734678,Loro chi?,Loro chi?,2015,2015-11-19,Comedy,96,Italy,Italian,"Fabio Bonifacci, Francesco Miccichè",Fabio Bonifacci,Apulia Film Commission,"Marco Giallini, Edoardo Leo, Ivano Marescotti, Catrinel Marlon, Lisa Bor, Maurizio Casagrande, Antonio Catania, Christian Ginepro, Giampiero Judica, Pippo Lorusso, Mimmo Mancini, Alice Torriani, Enzo Paci, Patrizia Loreti, Susy Laude","At 36, David has a one and only ambition: to win the respect of the president of the company he works for and, in the process, to get a better position with the substantial salary increase ...",6.4,1305,,,$ 1712863,,1.0,3.0,2015
72459,tt3735246,Bajirao Mastani,Bajirao Mastani,2015,2015-12-18,"Action, Drama, History",158,India,Hindi,Sanjay Leela Bhansali,"Nagnath S. Inamdar, Sanjay Leela Bhansali",Bhansali Productions,"Ranveer Singh, Deepika Padukone, Priyanka Chopra, Tanvi Azmi, Mahesh Manjrekar, Raza Murad, Aditya Pancholi, Milind Soman, Vaibhav Tatwawaadi, Yatin Karyekar, Benjamin Gilani, Zila Khan, Ganesh Yadav, Sukhada Khandkekar, Anuja Sathe","An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand.",7.2,30691,INR 1250000000,$ 6557047,$ 11350917,,209.0,45.0,2015
72460,tt3735332,Alienated,Alienated,2015,2015-06-01,"Drama, Romance",81,USA,English,Brian Ackley,Brian Ackley,One Way or Another Productions,"George Katt, Jen L. Burry, Taylor Negron","After seeing a UFO, a man and his skeptical wife are forced to confront their relationship issues.",4.6,2252,,,,,21.0,19.0,2015
72461,tt3735398,Carter High,Carter High,2015,2015-10-30,"Crime, Drama, Sport",110,USA,English,Arthur Muhammad,Arthur Muhammad,Sweet Chariot Productions,"Charles S. Dutton, Vivica A. Fox, Pooch Hall, David Banner, Reginald C. Hayes, Don Bowie, Sophia Knolton, Jason Small, Larkin Lindner, Fanisha Hill, Mathew Addison, Justin J. Collins, Jeremy Brown, Orlando Valentino, Aaliyah Muhammad","During the 1980s Carter High School in Dallas, Texas was a football powerhouse. This is the story of four of the student athletes whose off the field activities cost them their future.",5.1,471,,$ 240214,$ 240214,,21.0,2.0,2015
72462,tt3735554,Freetown,Freetown,2015,2015-04-08,"Action, Drama, Thriller",113,"USA, Ghana",English,Garrett Batty,"Melissa Leilani Larson, Garrett Batty",Three Coin Productions,"Henry Adofo, Michael Attram, Alphonse Menyo, Phillip Adekunle Michael, Clement Amegayie, Bright Dodoo, Great Ejiro, Nuong Faalong, Bill Myers, Godwin Namboh, Stacy Afful, Robert Conder, Gift Ayee",A group of native Liberian missionaries make a desperate cross-country trip through their war torn country to save one of their own.,4.7,1197,,$ 401328,$ 401328,,20.0,3.0,2015
72463,tt3735602,Latin Lover,Latin Lover,2015,2015-03-19,"Comedy, Drama",104,Italy,Italian,Cristina Comencini,"Giulia Calenda, Cristina Comencini",Lumière & Company,"Virna Lisi, Marisa Paredes, Angela Finocchiaro, Valeria Bruni Tedeschi, Candela Peña, Pihla Viitala, Nadeah Miranda, Francesco Scianna, Neri Marcorè, Claudio Gioè, Lluís Homar, Toni Bertorelli, Jordi Mollà, Cecilia Zingaro","The five daughters of a famous actor, all from different mothers and different nationalities, get together on the 10th anniversary of his death for a celebration of his career.",5.9,789,,,$ 2494636,,1.0,22.0,2015
72464,tt3735810,Where Children Play,Where Children Play,2015,2015-01-01,Drama,105,USA,English,Leila Djansi,Leila Djansi,Turning Point Pictures,"Macy Gray, Teyonah Parris, Brian White, Leon, Edwina Findley Dickerson, Miranda Bailey, Osas Ighodaro, Kylee Russell, Ken Colquitt, Margeaux Reign, Alexandra Fagins, Kori Elmore, Palmer Davis, Eddie Flake, Travis Baehr",A young woman is forced to face her childhood demons. When tasked with returning home to care for her ailing abusive father.,5.4,138,,,,,2.0,1.0,2015
72467,tt3737650,Meitantei Conan: Goka no himawari,Meitantei Conan: Goka no himawari,2015,2015-04-18,"Animation, Action, Adventure",112,Japan,Japanese,Kôbun Shizuno,"Gosho Aoyama, Junichi ii Iioka",TMS Entertainment,"Minami Takayama, Kappei Yamaguchi, Wakana Yamazaki, Rikiya Koyama, Ji-young Kang",Conan and his friends must prevent Kid from stealing a famous painting.,6.3,1117,,,$ 52920296,,2.0,4.0,2015
